"Date","Location","Average Occupancy(%)","Active IDs Assigned to Sites","Total Badge Swipes"
"May 17,2020","Tokyo, Japan (Shinjuku)","0.56","177","1"
"May 17,2020","Seoul, Korea","2.27","44","1"
"May 17,2020","India-Mumbai","4.17","24","1"
"May 17,2020","Cupertino, CA (Mist)","2.7","111","3"
"May 17,2020","Durham, NC","4.17","48","2"
"May 17,2020","Stockholm","5.88","17","1"
"May 17,2020","Addlestone","1.23","81","1"
"May 17,2020","Riyadh","2.2","91","2"
"May 17,2020","Amsterdam","1.57","254","4"
"May 17,2020","Dubai","11.76","34","4"
"May 17,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"May 17,2020","Kanata (R&D)","1.96","51","1"
"May 17,2020","Beijing R&D","3.36","149","5"
"May 17,2020","Wuhan R&D","20","5","1"
"May 17,2020","Munich","7.69","13","1"
"May 17,2020","Shanghai","7.14","42","3"
"May 17,2020","Paris, France","1.69","59","1"
"May 17,2020","Herndon, Bldg 1","2.38","126","3"
"May 17,2020","Quincy, WA GEO DC Bldg A","15.63","32","5"
"May 17,2020","SVL Building 5","3.13","64","2"
"May 17,2020","SVL Building 8","8.89","45","4"
"May 17,2020","SVL Building A","1.11","1260","14"
"May 17,2020","SVL Building B","1.27","1335","17"
"May 17,2020","Westford NEIC R&D","0.88","452","4"
"May 18,2020","Westford NEIC R&D","5.75","452","26"
"May 18,2020","SVL Building B","5.02","1335","67"
"May 18,2020","SVL Building A","5.56","1260","70"
"May 18,2020","SVL Building 8","84.44","45","38"
"May 18,2020","SVL Building 5","45.31","64","29"
"May 18,2020","Quincy, WA GEO DC Bldg A","87.5","32","28"
"May 18,2020","Herndon, Bldg 1","9.52","126","12"
"May 18,2020","Paris, France","5.08","59","3"
"May 18,2020","America s Demo Pool- Sterling VA","50","4","2"
"May 18,2020","Madrid, Spain","2.5","40","1"
"May 18,2020","Shanghai","45.24","42","19"
"May 18,2020","Guangzhou, China","52.63","19","10"
"May 18,2020","Munich","84.62","13","11"
"May 18,2020","Wuhan R&D","20","5","1"
"May 18,2020","Beijing R&D","84.56","149","126"
"May 18,2020","Beijing CSS","16.42","67","11"
"May 18,2020","Brussels","100","2","2"
"May 18,2020","Beijing Sales","46.94","49","23"
"May 18,2020","Dubai","8.82","34","3"
"May 18,2020","Melbourne Sales","7.55","53","4"
"May 18,2020","Sydney Sales","8.89","45","4"
"May 18,2020","Amsterdam","5.51","254","14"
"May 18,2020","Moscow","2.44","41","1"
"May 18,2020","Riyadh","4.4","91","4"
"May 18,2020","Addlestone","1.23","81","1"
"May 18,2020","Taipei","44","25","11"
"May 18,2020","Stockholm","17.65","17","3"
"May 18,2020","Durham, NC","8.33","48","4"
"May 18,2020","Cupertino, CA (Mist)","3.6","111","4"
"May 18,2020","Dallas","5.88","17","1"
"May 18,2020","Bridgewater","5.88","34","2"
"May 18,2020","Belfast","5.56","18","1"
"May 18,2020","India-Mumbai","4.17","24","1"
"May 18,2020","Milan","10.53","19","2"
"May 18,2020","Tokyo, Japan (Kyobashi)","5.71","35","2"
"May 18,2020","Seoul, Korea","79.55","44","35"
"May 18,2020","Kuala Lumpur, Malaysia","3.45","29","1"
"May 18,2020","Tokyo, Japan (Shinjuku)","5.08","177","9"
"May 18,2020","India-Bagmane Tridib, Bldg 3","4.97","483","24"
"May 18,2020","Hong Kong","37.5","72","27"
"May 18,2020","India-Electra, Bldg 4","5.11","1233","63"
"May 18,2020","India Elnath Bldg 5","8.12","1896","154"
"May 19,2020","India Elnath Bldg 5","5.7","1896","108"
"May 19,2020","India-Electra, Bldg 4","4.3","1233","53"
"May 19,2020","Hong Kong","15.28","72","11"
"May 19,2020","India-Bagmane Tridib, Bldg 3","3.93","483","19"
"May 19,2020","Dublin","4.55","22","1"
"May 19,2020","Tokyo, Japan (Shinjuku)","4.52","177","8"
"May 19,2020","Seoul, Korea","36.36","44","16"
"May 19,2020","Tokyo, Japan (Kyobashi)","2.86","35","1"
"May 19,2020","Milan","10.53","19","2"
"May 19,2020","India-Mumbai","4.17","24","1"
"May 19,2020","Bridgewater","11.76","34","4"
"May 19,2020","Cupertino, CA (Mist)","3.6","111","4"
"May 19,2020","Durham, NC","4.17","48","2"
"May 19,2020","London, UK","5.56","18","1"
"May 19,2020","Stockholm","5.88","17","1"
"May 19,2020","Singapore","1.47","68","1"
"May 19,2020","Taipei","36","25","9"
"May 19,2020","Addlestone","1.23","81","1"
"May 19,2020","Riyadh","3.3","91","3"
"May 19,2020","Moscow","4.88","41","2"
"May 19,2020","Amsterdam","4.33","254","11"
"May 19,2020","Sydney Sales","6.67","45","3"
"May 19,2020","Melbourne Sales","5.66","53","3"
"May 19,2020","Dubai","11.76","34","4"
"May 19,2020","Beijing Sales","32.65","49","16"
"May 19,2020","Kanata Optical (BTI Ottawa)","9.52","21","2"
"May 19,2020","Kanata (R&D)","1.96","51","1"
"May 19,2020","Beijing CSS","11.94","67","8"
"May 19,2020","Beijing R&D","76.51","149","114"
"May 19,2020","Wuhan R&D","20","5","1"
"May 19,2020","Munich","53.85","13","7"
"May 19,2020","Guangzhou, China","36.84","19","7"
"May 19,2020","Shanghai","30.95","42","13"
"May 19,2020","America s Demo Pool- Sterling VA","50","4","2"
"May 19,2020","Paris, France","3.39","59","2"
"May 19,2020","Herndon, Bldg 1","7.94","126","10"
"May 19,2020","Quincy, WA GEO DC Bldg A","71.88","32","23"
"May 19,2020","SVL Building 5","29.69","64","19"
"May 19,2020","SVL Building 8","62.22","45","28"
"May 19,2020","SVL Building A","5.16","1260","65"
"May 19,2020","SVL Building B","4.42","1335","59"
"May 19,2020","Westford NEIC R&D","6.42","452","29"
"May 20,2020","Westford NEIC R&D","5.31","452","24"
"May 20,2020","SVL Building B","5.84","1335","78"
"May 20,2020","SVL Building A","6.11","1260","77"
"May 20,2020","SVL Building 8","86.67","45","39"
"May 20,2020","SVL Building 5","29.69","64","19"
"May 20,2020","Quincy, WA GEO DC Bldg A","71.88","32","23"
"May 20,2020","Herndon, Bldg 1","9.52","126","12"
"May 20,2020","Paris, France","3.39","59","2"
"May 20,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 20,2020","Madrid, Spain","2.5","40","1"
"May 20,2020","Shanghai","38.1","42","16"
"May 20,2020","Guangzhou, China","42.11","19","8"
"May 20,2020","Munich","38.46","13","5"
"May 20,2020","Beijing R&D","77.18","149","115"
"May 20,2020","Beijing CSS","19.4","67","13"
"May 20,2020","Kanata (R&D)","1.96","51","1"
"May 20,2020","Brussels","50","2","1"
"May 20,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"May 20,2020","Beijing Sales","28.57","49","14"
"May 20,2020","Dubai","2.94","34","1"
"May 20,2020","Melbourne Sales","1.89","53","1"
"May 20,2020","Sydney Sales","6.67","45","3"
"May 20,2020","Amsterdam","3.54","254","9"
"May 20,2020","Moscow","2.44","41","1"
"May 20,2020","Riyadh","2.2","91","2"
"May 20,2020","Taipei","68","25","17"
"May 20,2020","Stockholm","5.88","17","1"
"May 20,2020","Durham, NC","6.25","48","3"
"May 20,2020","Cupertino, CA (Mist)","5.41","111","6"
"May 20,2020","Dallas","5.88","17","1"
"May 20,2020","Bridgewater","8.82","34","3"
"May 20,2020","Belfast","5.56","18","1"
"May 20,2020","India-Mumbai","4.17","24","1"
"May 20,2020","Milan","15.79","19","3"
"May 20,2020","Tokyo, Japan (Kyobashi)","8.57","35","3"
"May 20,2020","Seoul, Korea","36.36","44","16"
"May 20,2020","Tokyo, Japan (Shinjuku)","5.08","177","9"
"May 20,2020","Dublin","4.55","22","1"
"May 20,2020","India-Bagmane Tridib, Bldg 3","5.18","483","25"
"May 20,2020","Hong Kong","36.11","72","26"
"May 20,2020","India-Electra, Bldg 4","4.79","1233","59"
"May 20,2020","India Elnath Bldg 5","6.01","1896","114"
"May 21,2020","India Elnath Bldg 5","6.49","1896","123"
"May 21,2020","India-Electra, Bldg 4","5.27","1233","65"
"May 21,2020","Hong Kong","18.06","72","13"
"May 21,2020","India-Bagmane Tridib, Bldg 3","4.76","483","23"
"May 21,2020","Dublin","4.55","22","1"
"May 21,2020","Tokyo, Japan (Shinjuku)","3.39","177","6"
"May 21,2020","Seoul, Korea","45.45","44","20"
"May 21,2020","Tokyo, Japan (Kyobashi)","11.43","35","4"
"May 21,2020","Milan","10.53","19","2"
"May 21,2020","India-Mumbai","4.17","24","1"
"May 21,2020","Bridgewater","8.82","34","3"
"May 21,2020","Cupertino, CA (Mist)","6.31","111","7"
"May 21,2020","Durham, NC","4.17","48","2"
"May 21,2020","Taipei","32","25","8"
"May 21,2020","Riyadh","3.3","91","3"
"May 21,2020","Moscow","2.44","41","1"
"May 21,2020","Amsterdam","1.18","254","3"
"May 21,2020","Sydney Sales","4.44","45","2"
"May 21,2020","Melbourne Sales","1.89","53","1"
"May 21,2020","Dubai","5.88","34","2"
"May 21,2020","Beijing Sales","32.65","49","16"
"May 21,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"May 21,2020","Beijing CSS","16.42","67","11"
"May 21,2020","Beijing R&D","77.18","149","115"
"May 21,2020","Guangzhou, China","52.63","19","10"
"May 21,2020","Shanghai","26.19","42","11"
"May 21,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 21,2020","Paris, France","1.69","59","1"
"May 21,2020","Herndon, Bldg 1","8.73","126","11"
"May 21,2020","Quincy, WA GEO DC Bldg A","75","32","24"
"May 21,2020","SVL Building 5","31.25","64","20"
"May 21,2020","SVL Building 8","82.22","45","37"
"May 21,2020","SVL Building A","6.43","1260","81"
"May 21,2020","SVL Building B","4.79","1335","64"
"May 21,2020","Westford NEIC R&D","5.09","452","23"
"May 21,2020","Frederick, MD (R&D)","100","3","3"
"May 22,2020","Shanghai","4.76","42","2"
"May 22,2020","Guangzhou, China","5.26","19","1"
"May 22,2020","Wuhan R&D","20","5","1"
"May 22,2020","Beijing R&D","8.72","149","13"
"May 22,2020","Beijing CSS","1.49","67","1"
"May 22,2020","Beijing Sales","2.04","49","1"
"May 22,2020","Melbourne Sales","1.89","53","1"
"May 22,2020","Amsterdam","1.18","254","3"
"May 22,2020","Taipei","8","25","2"
"May 22,2020","India-Mumbai","4.17","24","1"
"May 22,2020","Milan","5.26","19","1"
"May 22,2020","Tokyo, Japan (Kyobashi)","5.71","35","2"
"May 22,2020","Seoul, Korea","6.82","44","3"
"May 22,2020","Tokyo, Japan (Shinjuku)","1.13","177","2"
"May 22,2020","India-Bagmane Tridib, Bldg 3","3.31","483","16"
"May 22,2020","Hong Kong","5.56","72","4"
"May 22,2020","India-Electra, Bldg 4","2.68","1233","33"
"May 22,2020","India Elnath Bldg 5","3.32","1896","63"
"May 23,2020","Beijing R&D","2.68","149","4"
"May 23,2020","Guangzhou, China","5.26","19","1"
"May 23,2020","Shanghai","2.38","42","1"
"May 23,2020","Wuhan R&D","20","5","1"
"May 23,2020","Munich","7.69","13","1"
"May 23,2020","Hong Kong","1.39","72","1"
"May 23,2020","India-Bagmane Tridib, Bldg 3","4.35","483","21"
"May 23,2020","India-Electra, Bldg 4","3.24","1233","40"
"May 23,2020","India Elnath Bldg 5","4.8","1896","91"
"May 23,2020","India-Mumbai","4.17","24","1"
"May 23,2020","Milan","5.26","19","1"
"May 23,2020","Amsterdam","1.18","254","3"
"May 23,2020","Bridgewater","2.94","34","1"
"May 23,2020","Herndon, Bldg 1","2.38","126","3"
"May 23,2020","Quincy, WA GEO DC Bldg A","9.38","32","3"
"May 23,2020","SVL Building 5","1.56","64","1"
"May 23,2020","SVL Building 8","2.22","45","1"
"May 23,2020","SVL Building A","0.56","1260","7"
"May 23,2020","SVL Building B","0.75","1335","10"
"May 23,2020","Westford NEIC R&D","0.88","452","4"
"May 24,2020","Beijing R&D","4.03","149","6"
"May 24,2020","Shanghai","2.38","42","1"
"May 24,2020","India-Bagmane Tridib, Bldg 3","3.31","483","16"
"May 24,2020","India-Electra, Bldg 4","2.19","1233","27"
"May 24,2020","India Elnath Bldg 5","2.9","1896","55"
"May 24,2020","India-Mumbai","4.17","24","1"
"May 24,2020","Seoul, Korea","9.09","44","4"
"May 24,2020","Amsterdam","0.79","254","2"
"May 24,2020","Taipei","4","25","1"
"May 24,2020","Cupertino, CA (Mist)","2.7","111","3"
"May 24,2020","Durham, NC","4.17","48","2"
"May 24,2020","Herndon, Bldg 1","2.38","126","3"
"May 24,2020","Quincy, WA GEO DC Bldg A","9.38","32","3"
"May 24,2020","SVL Building 5","1.56","64","1"
"May 24,2020","SVL Building 8","2.22","45","1"
"May 24,2020","SVL Building A","0.48","1260","6"
"May 24,2020","SVL Building B","0.9","1335","12"
"May 24,2020","Westford NEIC R&D","0.66","452","3"
"May 25,2020","Melbourne Sales","5.66","53","3"
"May 25,2020","Brussels","50","2","1"
"May 25,2020","Kanata (R&D)","3.92","51","2"
"May 25,2020","Kanata Optical (BTI Ottawa)","9.52","21","2"
"May 25,2020","Beijing Sales","42.86","49","21"
"May 25,2020","Beijing R&D","76.51","149","114"
"May 25,2020","Beijing CSS","10.45","67","7"
"May 25,2020","Guangzhou, China","36.84","19","7"
"May 25,2020","Shanghai","57.14","42","24"
"May 25,2020","Munich","30.77","13","4"
"May 25,2020","Madrid, Spain","2.5","40","1"
"May 25,2020","Paris, France","3.39","59","2"
"May 25,2020","Hong Kong","33.33","72","24"
"May 25,2020","India-Bagmane Tridib, Bldg 3","4.14","483","20"
"May 25,2020","India-Electra, Bldg 4","2.43","1233","30"
"May 25,2020","India Elnath Bldg 5","4.54","1896","86"
"May 25,2020","India-Mumbai","4.17","24","1"
"May 25,2020","Milan","10.53","19","2"
"May 25,2020","Tokyo, Japan (Kyobashi)","5.71","35","2"
"May 25,2020","Tokyo, Japan (Shinjuku)","6.21","177","11"
"May 25,2020","Seoul, Korea","61.36","44","27"
"May 25,2020","Amsterdam","3.54","254","9"
"May 25,2020","Moscow","9.76","41","4"
"May 25,2020","Stockholm","11.76","17","2"
"May 25,2020","Taipei","72","25","18"
"May 25,2020","Addlestone","1.23","81","1"
"May 25,2020","Cupertino, CA (Mist)","1.8","111","2"
"May 25,2020","Durham, NC","2.08","48","1"
"May 25,2020","Herndon, Bldg 1","3.17","126","4"
"May 25,2020","Quincy, WA GEO DC Bldg A","21.88","32","7"
"May 25,2020","SVL Building 5","1.56","64","1"
"May 25,2020","SVL Building 8","6.67","45","3"
"May 25,2020","SVL Building A","0.4","1260","5"
"May 25,2020","SVL Building B","0.67","1335","9"
"May 25,2020","Westford NEIC R&D","1.33","452","6"
"May 26,2020","Dubai","3.03","33","1"
"May 26,2020","Melbourne Sales","5.56","54","3"
"May 26,2020","Sydney Sales","2.27","44","1"
"May 26,2020","Kanata (R&D)","1.96","51","1"
"May 26,2020","Kanata Optical (BTI Ottawa)","5","20","1"
"May 26,2020","Beijing Sales","18.75","48","9"
"May 26,2020","Beijing R&D","72.97","148","108"
"May 26,2020","Beijing CSS","16.67","66","11"
"May 26,2020","Guangzhou, China","42.11","19","8"
"May 26,2020","Shanghai","30.95","42","13"
"May 26,2020","Munich","38.46","13","5"
"May 26,2020","Madrid, Spain","2.56","39","1"
"May 26,2020","Paris, France","1.82","55","1"
"May 26,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 26,2020","Hong Kong","27.78","72","20"
"May 26,2020","India-Bagmane Tridib, Bldg 3","5.7","474","27"
"May 26,2020","India-Electra, Bldg 4","5.13","1229","63"
"May 26,2020","India Elnath Bldg 5","6.47","1885","122"
"May 26,2020","India-Mumbai","4.17","24","1"
"May 26,2020","Milan","26.32","19","5"
"May 26,2020","Tokyo, Japan (Kyobashi)","6.25","32","2"
"May 26,2020","Tokyo, Japan (Shinjuku)","5.56","180","10"
"May 26,2020","Seoul, Korea","48.89","45","22"
"May 26,2020","Amsterdam","5.58","251","14"
"May 26,2020","Moscow","2.44","41","1"
"May 26,2020","Stockholm","12.5","16","2"
"May 26,2020","Taipei","32","25","8"
"May 26,2020","Addlestone","1.28","78","1"
"May 26,2020","Bridgewater","8.82","34","3"
"May 26,2020","Cupertino, CA (Mist)","3.57","112","4"
"May 26,2020","Dallas","5.88","17","1"
"May 26,2020","Durham, NC","6.25","48","3"
"May 26,2020","Frederick, MD (R&D)","100","3","3"
"May 26,2020","Herndon, Bldg 1","9.52","126","12"
"May 26,2020","Quincy, WA GEO DC Bldg A","90.63","32","29"
"May 26,2020","SVL Building 5","32.81","64","21"
"May 26,2020","SVL Building 8","88.89","45","40"
"May 26,2020","SVL Building A","5.5","1237","68"
"May 26,2020","SVL Building B","5.34","1310","70"
"May 26,2020","Westford NEIC R&D","6.03","448","27"
"May 27,2020","SVL Building 5","29.69","64","19"
"May 27,2020","SVL Building 8","84.44","45","38"
"May 27,2020","SVL Building A","6.23","1236","77"
"May 27,2020","SVL Building B","4.89","1309","64"
"May 27,2020","Westford NEIC R&D","5.58","448","25"
"May 27,2020","Dubai","9.09","33","3"
"May 27,2020","Melbourne Sales","5.56","54","3"
"May 27,2020","Sydney Sales","11.36","44","5"
"May 27,2020","Brussels","50","2","1"
"May 27,2020","Kanata (R&D)","3.92","51","2"
"May 27,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"May 27,2020","Beijing Sales","33.33","48","16"
"May 27,2020","Beijing R&D","74.32","148","110"
"May 27,2020","Beijing CSS","13.64","66","9"
"May 27,2020","Guangzhou, China","52.63","19","10"
"May 27,2020","Shanghai","26.19","42","11"
"May 27,2020","Munich","30.77","13","4"
"May 27,2020","Madrid, Spain","2.56","39","1"
"May 27,2020","Paris, France","3.64","55","2"
"May 27,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 27,2020","Hong Kong","26.39","72","19"
"May 27,2020","India-Bagmane Tridib, Bldg 3","4.64","474","22"
"May 27,2020","India-Electra, Bldg 4","4.64","1229","57"
"May 27,2020","India Elnath Bldg 5","6.21","1885","117"
"May 27,2020","India-Mumbai","4.17","24","1"
"May 27,2020","Milan","10.53","19","2"
"May 27,2020","Tokyo, Japan (Kyobashi)","6.25","32","2"
"May 27,2020","Tokyo, Japan (Shinjuku)","6.67","180","12"
"May 27,2020","Seoul, Korea","44.44","45","20"
"May 27,2020","Amsterdam","4.78","251","12"
"May 27,2020","Moscow","2.44","41","1"
"May 27,2020","Stockholm","6.25","16","1"
"May 27,2020","Singapore","2.94","68","2"
"May 27,2020","Taipei","32","25","8"
"May 27,2020","Addlestone","1.28","78","1"
"May 27,2020","London, UK","6.25","16","1"
"May 27,2020","Bridgewater","8.82","34","3"
"May 27,2020","Cupertino, CA (Mist)","4.46","112","5"
"May 27,2020","Dallas","5.88","17","1"
"May 27,2020","Durham, NC","6.25","48","3"
"May 27,2020","Herndon, Bldg 1","9.52","126","12"
"May 27,2020","Quincy, WA GEO DC Bldg A","87.5","32","28"
"May 28,2020","Melbourne Sales","11.11","54","6"
"May 28,2020","Sydney Sales","15.56","45","7"
"May 28,2020","Brussels","50","2","1"
"May 28,2020","Kanata (R&D)","1.96","51","1"
"May 28,2020","Kanata Optical (BTI Ottawa)","15","20","3"
"May 28,2020","Beijing Sales","31.25","48","15"
"May 28,2020","Beijing R&D","77.03","148","114"
"May 28,2020","Beijing CSS","13.64","66","9"
"May 28,2020","Guangzhou, China","31.58","19","6"
"May 28,2020","Shanghai","19.05","42","8"
"May 28,2020","Munich","38.46","13","5"
"May 28,2020","Paris, France","5.45","55","3"
"May 28,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 28,2020","Hong Kong","22.22","72","16"
"May 28,2020","Dublin","4.55","22","1"
"May 28,2020","India-Bagmane Tridib, Bldg 3","5.29","473","25"
"May 28,2020","India-Electra, Bldg 4","5.53","1229","68"
"May 28,2020","India Elnath Bldg 5","6.52","1886","123"
"May 28,2020","India-Mumbai","8.33","24","2"
"May 28,2020","Milan","5.26","19","1"
"May 28,2020","Tokyo, Japan (Shinjuku)","4.44","180","8"
"May 28,2020","Seoul, Korea","46.67","45","21"
"May 28,2020","Kuala Lumpur, Malaysia","10.71","28","3"
"May 28,2020","Amsterdam","3.59","251","9"
"May 28,2020","Moscow","2.44","41","1"
"May 28,2020","Stockholm","6.25","16","1"
"May 28,2020","Singapore","1.47","68","1"
"May 28,2020","Taipei","40","25","10"
"May 28,2020","Addlestone","2.56","78","2"
"May 28,2020","Bridgewater","8.82","34","3"
"May 28,2020","Cupertino, CA (Mist)","7.14","112","8"
"May 28,2020","Dallas","5.88","17","1"
"May 28,2020","Durham, NC","6.25","48","3"
"May 28,2020","Herndon, Bldg 1","8.73","126","11"
"May 28,2020","Quincy, WA GEO DC Bldg A","84.38","32","27"
"May 28,2020","SVL Building 5","45.31","64","29"
"May 28,2020","SVL Building 8","97.78","45","44"
"May 28,2020","SVL Building A","6.15","1235","76"
"May 28,2020","SVL Building B","5.81","1307","76"
"May 28,2020","Westford NEIC R&D","7.14","448","32"
"May 29,2020","Melbourne Sales","11.11","54","6"
"May 29,2020","Sydney Sales","4.44","45","2"
"May 29,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"May 29,2020","Beijing Sales","22.92","48","11"
"May 29,2020","Beijing R&D","75.68","148","112"
"May 29,2020","Beijing CSS","16.67","66","11"
"May 29,2020","Guangzhou, China","47.37","19","9"
"May 29,2020","Shanghai","26.19","42","11"
"May 29,2020","Munich","23.08","13","3"
"May 29,2020","Madrid, Spain","5.13","39","2"
"May 29,2020","Paris, France","1.82","55","1"
"May 29,2020","America s Demo Pool- Sterling VA","75","4","3"
"May 29,2020","Hong Kong","27.78","72","20"
"May 29,2020","India-Bagmane Tridib, Bldg 3","5.3","472","25"
"May 29,2020","India-Electra, Bldg 4","5.78","1228","71"
